P0, T0, V0, sigmaKsi, sigmaTau, sigma, 
0.461969, 69.999, -0.0229935, 0.0687505, 0.0035363, 0.0410968, 
0.461499, 69.9977, -0.0233728, 0.0688786, 0.00353379, 0.0411979, 
0.461039, 69.9958, -0.0239192, 0.0690253, 0.00353034, 0.0413179, 
0.46063, 69.9944, -0.0243253, 0.069151, 0.00352676, 0.0412725, 
0.460185, 69.9933, -0.0249252, 0.0693088, 0.00352348, 0.0412337, 
0.459794, 69.9922, -0.0255528, 0.0694625, 0.00352063, 0.041181, 
0.459754, 69.9911, -0.0261598, 0.0696056, 0.0035177, 0.0411686, 
0.459681, 69.9896, -0.026605, 0.0697551, 0.00351443, 0.0411927, 
0.459609, 69.988, -0.0270743, 0.0699027, 0.00351166, 0.04118, 
0.459848, 69.9864, -0.0273696, 0.0700518, 0.00350902, 0.0412279, 
0.460126, 69.9848, -0.0274438, 0.0702332, 0.00350657, 0.0412869, 
0.460244, 69.9833, -0.0275739, 0.0703977, 0.00350432, 0.041307, 
0.460485, 69.9817, -0.0276996, 0.0705479, 0.00350225, 0.0413739, 
0.46051, 69.9807, -0.0277851, 0.0707166, 0.00350029, 0.0413638, 
0.460535, 69.9798, -0.0279146, 0.0708831, 0.00349803, 0.0413406, 
0.46054, 69.9792, -0.0281334, 0.0710648, 0.00349576, 0.0413707, 
0.460623, 69.9787, -0.0285017, 0.0712112, 0.00349389, 0.0414658, 
0.460753, 69.9783, -0.0287319, 0.0713342, 0.00349181, 0.041523, 
0.460937, 69.9778, -0.028977, 0.0714707, 0.00349027, 0.0415876, 
0.460997, 69.9775, -0.0291396, 0.0716466, 0.00348882, 0.041621, 
0.461117, 69.977, -0.0293014, 0.0718194, 0.00348739, 0.0416582, 
0.461363, 69.9762, -0.0295925, 0.0719991, 0.00348618, 0.0417136, 
0.461207, 69.9754, -0.0299306, 0.0721514, 0.00348539, 0.041793, 
0.460815, 69.9742, -0.0302733, 0.0723198, 0.00348434, 0.0418675, 
0.460436, 69.9732, -0.0307793, 0.0724542, 0.00348335, 0.0419286, 
0.459877, 69.9722, -0.0312355, 0.0725937, 0.00348208, 0.0419345, 
0.459446, 69.9716, -0.0315023, 0.0727372, 0.00348099, 0.0419458, 
0.459025, 69.9709, -0.0316429, 0.0729106, 0.00347991, 0.0419397, 
0.458538, 69.9702, -0.0315703, 0.0730746, 0.00347909, 0.0419491, 
0.457811, 69.9695, -0.0315632, 0.0732633, 0.00347784, 0.041974, 
0.457101, 69.9688, -0.031673, 0.0734546, 0.00347694, 0.0419982, 
0.45634, 69.9682, -0.0316891, 0.0736445, 0.00347591, 0.042031, 
0.455596, 69.9678, -0.0318033, 0.0738198, 0.00347464, 0.0420798, 
0.454857, 69.9675, -0.0317611, 0.0740131, 0.00347292, 0.0421174, 
0.454306, 69.967, -0.0315204, 0.0741868, 0.00347091, 0.042191, 
0.453982, 69.9667, -0.0311979, 0.0743403, 0.00346866, 0.0422114, 
0.453439, 69.9663, -0.0307993, 0.0744669, 0.00346638, 0.0422869, 
0.452663, 69.9662, -0.0303966, 0.0746281, 0.00346439, 0.0424119, 
0.451904, 69.9661, -0.0299146, 0.0747883, 0.00346204, 0.0425119, 
0.451156, 69.9658, -0.0294036, 0.0749159, 0.00345999, 0.0426165, 
0.450425, 69.9655, -0.0288162, 0.075074, 0.0034578, 0.0427414, 
0.449843, 69.9653, -0.0281848, 0.0752122, 0.00345604, 0.0428389, 
0.449273, 69.9649, -0.0274402, 0.0753424, 0.00345442, 0.0428793, 
0.448753, 69.9649, -0.026808, 0.0754849, 0.00345287, 0.0429075, 
0.448245, 69.9647, -0.0262442, 0.0756432, 0.00345171, 0.0428853, 
0.447878, 69.9645, -0.0257525, 0.0758161, 0.00345076, 0.0428381, 
0.447413, 69.9641, -0.0253389, 0.0759531, 0.00344992, 0.0428004, 
0.446858, 69.9638, -0.0250874, 0.0761135, 0.00344864, 0.0427748, 
0.446521, 69.9636, -0.0247158, 0.0762652, 0.00344784, 0.0427402, 
0.446433, 69.9634, -0.0242998, 0.0764317, 0.00344751, 0.0427087, 
0.446188, 69.9628, -0.0239267, 0.0765791, 0.00344699, 0.0426661, 
0.445949, 69.9626, -0.0234543, 0.0767434, 0.00344699, 0.0426407, 
0.446032, 69.9626, -0.0229743, 0.0768661, 0.00344733, 0.0426279, 
0.446333, 69.9626, -0.022416, 0.0769885, 0.00344847, 0.0426062, 
0.446667, 69.9628, -0.0217454, 0.0771248, 0.00344953, 0.0425935, 
0.446993, 69.9633, -0.0212379, 0.0772867, 0.00345016, 0.0425747, 
0.447408, 69.9635, -0.0206875, 0.077438, 0.00345084, 0.0425461, 
0.447985, 69.9639, -0.0202093, 0.0776141, 0.00345186, 0.0425397, 
0.448487, 69.9638, -0.0197889, 0.0778057, 0.00345288, 0.0426357, 
0.448894, 69.9636, -0.0194271, 0.0779882, 0.00345385, 0.0426985, 
0.449291, 69.9635, -0.0189753, 0.0781737, 0.00345489, 0.042736, 
0.44968, 69.9633, -0.0185318, 0.0783709, 0.00345554, 0.0428351, 
0.450162, 69.9632, -0.0181991, 0.0785396, 0.00345609, 0.0429373, 
0.450633, 69.963, -0.017656, 0.0786805, 0.003457, 0.0430593, 
0.450777, 69.9625, -0.017034, 0.0788036, 0.0034582, 0.0431497, 
0.4507, 69.9622, -0.0164704, 0.0789097, 0.00345987, 0.0431853, 
0.450474, 69.962, -0.0160642, 0.0790496, 0.00346186, 0.0431769, 
0.450194, 69.9619, -0.0157377, 0.0791711, 0.00346378, 0.043135, 
0.450042, 69.9617, -0.0155676, 0.079299, 0.00346509, 0.043096, 
0.449978, 69.9614, -0.0153585, 0.0794204, 0.00346579, 0.043066, 
0.449914, 69.961, -0.0150313, 0.0795591, 0.00346743, 0.0430397, 
0.449853, 69.9606, -0.014674, 0.0796858, 0.00346949, 0.0430016, 
0.44967, 69.9604, -0.0143659, 0.0798284, 0.00347111, 0.0429838, 
0.449433, 69.9602, -0.0139464, 0.0799909, 0.00347299, 0.0429735, 
0.449285, 69.9596, -0.0136281, 0.080105, 0.00347523, 0.0429995, 
0.44914, 69.9593, -0.0132275, 0.08021, 0.00347688, 0.0429689, 
0.449145, 69.9593, -0.0128373, 0.0803263, 0.0034791, 0.0429347, 
0.448926, 69.9594, -0.0125362, 0.0804472, 0.00348135, 0.0429117, 
0.448603, 69.9595, -0.0121795, 0.0805717, 0.00348348, 0.0429269, 
0.448271, 69.9593, -0.012013, 0.0806977, 0.00348566, 0.042933, 
0.448039, 69.9595, -0.0119457, 0.0808251, 0.00348815, 0.0429214, 
0.447789, 69.9596, -0.0119718, 0.0809692, 0.00349042, 0.0429119, 
0.447539, 69.9601, -0.0119535, 0.0810877, 0.00349263, 0.0429074, 
0.447503, 69.9611, -0.012027, 0.0812383, 0.00349504, 0.0429221, 
0.447662, 69.9621, -0.012162, 0.0813836, 0.00349812, 0.0429303, 
0.447817, 69.9631, -0.0121716, 0.0815342, 0.00350142, 0.0429239, 
0.447969, 69.9637, -0.0123383, 0.0816784, 0.00350417, 0.042906, 
0.447905, 69.9641, -0.0124593, 0.0818404, 0.00350661, 0.0429639, 
0.447771, 69.9644, -0.0122995, 0.0819945, 0.00350919, 0.0430108, 
0.447537, 69.9646, -0.012054, 0.0821561, 0.00351184, 0.0430535, 
0.447563, 69.9643, -0.0116532, 0.0822966, 0.00351413, 0.0430581, 
0.447588, 69.9639, -0.0112242, 0.0824385, 0.00351607, 0.0430468, 
0.447633, 69.9635, -0.0109085, 0.0825729, 0.00351776, 0.0430301, 
0.447705, 69.963, -0.0105316, 0.0827017, 0.00351889, 0.0430398, 
0.448012, 69.9628, -0.0101846, 0.0828432, 0.00351969, 0.0430475, 
0.448314, 69.9625, -0.00991718, 0.0829809, 0.00352079, 0.0430446, 
0.448722, 69.9623, -0.00997297, 0.0831081, 0.00352256, 0.0430395, 
0.448724, 69.9621, -0.0101847, 0.0832321, 0.00352409, 0.043037, 
0.44886, 69.9618, -0.0103918, 0.0833351, 0.00352539, 0.0430869, 
0.448993, 69.9613, -0.0104557, 0.083461, 0.00352694, 0.0431431, 
0.449295, 69.961, -0.0104807, 0.0836044, 0.00352833, 0.0432627, 
0.449293, 69.9605, -0.0105256, 0.0837362, 0.00352943, 0.0433504, 
0.449291, 69.96, -0.0106602, 0.0838479, 0.00353045, 0.0433998, 
0.449419, 69.9596, -0.010715, 0.0839482, 0.00353148, 0.0434038, 
0.449359, 69.9596, -0.010706, 0.0840395, 0.00353276, 0.0434242, 
0.4493, 69.9597, -0.0108516, 0.0841472, 0.00353363, 0.0434321, 
0.449242, 69.9598, -0.01099, 0.0842645, 0.0035348, 0.0434387, 
0.448885, 69.9598, -0.0111124, 0.0843768, 0.00353634, 0.0434565, 
0.448534, 69.9597, -0.011134, 0.0844954, 0.00353849, 0.043473, 
0.448224, 69.9598, -0.0111282, 0.0846188, 0.00354046, 0.043499, 
0.448019, 69.9599, -0.0110481, 0.0847289, 0.00354223, 0.0435056, 
0.447944, 69.9599, -0.0110384, 0.0848686, 0.00354437, 0.0434943, 
0.44766, 69.96, -0.0110833, 0.0850096, 0.00354625, 0.0434877, 
0.447383, 69.96, -0.0111414, 0.0851575, 0.00354769, 0.0434751, 
0.447138, 69.96, -0.0112195, 0.0852865, 0.00354866, 0.0434696, 
0.446884, 69.9602, -0.0112572, 0.0854189, 0.00354972, 0.0434889, 
0.446862, 69.9602, -0.0115813, 0.0855407, 0.00355133, 0.0435506, 
0.446841, 69.9599, -0.0117354, 0.0856605, 0.00355338, 0.0435611, 
0.446488, 69.9599, -0.0117867, 0.0857742, 0.00355562, 0.0435284, 
0.446454, 69.9599, -0.0119707, 0.085891, 0.00355834, 0.043493, 
0.44646, 69.9599, -0.0122775, 0.0859927, 0.00356114, 0.0434663, 
0.446329, 69.96, -0.012504, 0.0861036, 0.00356365, 0.0434573, 
0.446201, 69.96, -0.0127543, 0.0862451, 0.00356623, 0.0434339, 
0.445667, 69.96, -0.0128429, 0.0863814, 0.0035686, 0.0434762, 
0.445365, 69.96, -0.0128117, 0.0864989, 0.00357038, 0.0434743, 
0.44507, 69.9597, -0.0129191, 0.0866007, 0.00357184, 0.0434722, 
0.444915, 69.9592, -0.0130841, 0.0867142, 0.00357334, 0.04353, 
0.444861, 69.959, -0.0132169, 0.0867912, 0.00357459, 0.0436028, 
0.444808, 69.9588, -0.0131816, 0.0868816, 0.00357642, 0.0436347, 
0.444842, 69.9587, -0.0132989, 0.0869655, 0.00357894, 0.0437028, 
0.444706, 69.9586, -0.0133188, 0.0870344, 0.00358161, 0.0436641, 
0.444443, 69.9584, -0.0133215, 0.0870941, 0.00358401, 0.0436398, 
0.444395, 69.958, -0.0132336, 0.087136, 0.00358596, 0.043608, 
0.444426, 69.9577, -0.0132889, 0.0872065, 0.00358858, 0.0435855, 
0.444448, 69.9577, -0.0131382, 0.0872431, 0.00359101, 0.0435928, 
0.444163, 69.9577, -0.012927, 0.0872837, 0.00359324, 0.043634, 
0.443741, 69.9575, -0.0126041, 0.0873294, 0.00359533, 0.0436774, 
0.443619, 69.9574, -0.0123192, 0.0873813, 0.00359725, 0.0436507, 
0.443283, 69.9577, -0.0120138, 0.0874172, 0.00359984, 0.0436628, 
0.443274, 69.9582, -0.0116989, 0.0874453, 0.00360167, 0.043667, 
0.443469, 69.959, -0.0112788, 0.0874565, 0.00360357, 0.0436512, 
0.443935, 69.9598, -0.0109009, 0.0874556, 0.00360525, 0.0436888, 
0.444513, 69.9606, -0.010597, 0.0874448, 0.00360731, 0.0437939, 
0.444926, 69.9614, -0.0104158, 0.0874694, 0.00360938, 0.0438998, 
0.445481, 69.9625, -0.0101461, 0.0874772, 0.00361136, 0.0439252, 
0.446024, 69.9638, -0.00975199, 0.087485, 0.00361275, 0.0438966, 
0.446514, 69.965, -0.00934463, 0.0875248, 0.00361413, 0.0438725, 
0.447171, 69.9661, -0.00908786, 0.0875713, 0.00361552, 0.0438691, 
0.447851, 69.9674, -0.00887611, 0.0876317, 0.00361704, 0.0438586, 
0.448361, 69.9687, -0.00859655, 0.08769, 0.00361863, 0.0438394, 
0.448729, 69.9697, -0.008465, 0.0877488, 0.00362023, 0.0438138, 
0.44909, 69.971, -0.00828184, 0.0878047, 0.00362219, 0.0437851, 
0.449518, 69.9723, -0.00808128, 0.0878497, 0.0036243, 0.0437521, 
0.449938, 69.9735, -0.00793367, 0.0879103, 0.00362624, 0.0437593, 
0.450396, 69.9749, -0.00783281, 0.0879684, 0.0036281, 0.0437791, 
0.45098, 69.9763, -0.00782366, 0.0880387, 0.0036296, 0.0437681, 
0.451279, 69.9778, -0.00766935, 0.0881415, 0.00363102, 0.0437719, 
0.45176, 69.9793, -0.00756242, 0.0882355, 0.00363283, 0.0437715, 
0.452106, 69.9807, -0.00737894, 0.0883635, 0.00363466, 0.0437922, 
0.452402, 69.9821, -0.00733972, 0.0884937, 0.00363662, 0.043809, 
0.45266, 69.9829, -0.00735009, 0.0886161, 0.0036387, 0.043805, 
0.452904, 69.9841, -0.00733949, 0.0887481, 0.00364076, 0.0438381, 
0.453173, 69.985, -0.00735457, 0.0888792, 0.0036422, 0.0438879, 
0.453045, 69.9862, -0.00727895, 0.0889965, 0.00364352, 0.0439996, 
0.452919, 69.9874, -0.00718332, 0.0891391, 0.00364469, 0.0440746, 
0.452872, 69.9886, -0.00714631, 0.0892951, 0.00364594, 0.0441234, 
0.452826, 69.9895, -0.00703256, 0.0894501, 0.00364683, 0.0441789, 
0.452714, 69.9903, -0.00691797, 0.0896128, 0.00364736, 0.0442387, 
0.452587, 69.9912, -0.00681447, 0.0897607, 0.00364852, 0.0442904, 
0.452463, 69.9921, -0.00672212, 0.0899101, 0.00364951, 0.0443547, 
0.452375, 69.9931, -0.00665554, 0.0900577, 0.00365024, 0.0444741, 
0.452334, 69.9944, -0.00664618, 0.0902267, 0.00365087, 0.0446388, 
0.452295, 69.9956, -0.00655792, 0.0903928, 0.003651, 0.0447949, 
0.452255, 69.9966, -0.00652587, 0.0905529, 0.0036512, 0.0449075, 
0.452297, 69.9977, -0.00643921, 0.0907324, 0.00365156, 0.0449907, 
0.452197, 69.9989, -0.00642126, 0.0908896, 0.00365191, 0.0451334, 
0.45226, 70.0003, -0.00638267, 0.0910607, 0.00365192, 0.0453245, 
0.45254, 70.0016, -0.00623514, 0.0912187, 0.00365182, 0.0454624, 
0.452928, 70.0027, -0.00608655, 0.0913989, 0.00365159, 0.0455241, 
0.453309, 70.0038, -0.00599403, 0.0915844, 0.00365139, 0.0456068, 
0.453805, 70.0048, -0.00582145, 0.0917472, 0.00365145, 0.0456639, 
0.454346, 70.0058, -0.00568725, 0.0919148, 0.00365084, 0.0456684, 
0.454868, 70.0067, -0.00553406, 0.0920825, 0.00365015, 0.0456868, 
0.455645, 70.0079, -0.00527445, 0.0922493, 0.00364968, 0.0457182, 
0.456028, 70.0094, -0.00507587, 0.0923935, 0.00364971, 0.0457568, 
0.456404, 70.011, -0.00497439, 0.0925223, 0.00364951, 0.0457771, 
0.456889, 70.0131, -0.0047359, 0.0926322, 0.00364906, 0.0458434, 
0.457406, 70.0153, -0.00447352, 0.0927528, 0.00364862, 0.0459019, 
0.457859, 70.0172, -0.00425953, 0.0928675, 0.00364815, 0.0459535, 
0.458354, 70.0192, -0.00413741, 0.0929891, 0.00364789, 0.0460214, 
0.458798, 70.0212, -0.00405734, 0.0930898, 0.00364762, 0.0461279, 
0.458941, 70.0228, -0.00402474, 0.0932172, 0.00364768, 0.0462379, 
0.459081, 70.0244, -0.00399645, 0.0933567, 0.00364757, 0.0463085, 
0.459209, 70.0262, -0.00407904, 0.0935303, 0.0036475, 0.0464151, 
0.459004, 70.028, -0.00416888, 0.0937133, 0.00364749, 0.0465956, 
0.458838, 70.0298, -0.00424643, 0.0938599, 0.00364685, 0.0467659, 
0.458852, 70.0314, -0.0042407, 0.0940341, 0.00364633, 0.0468763, 
0.458933, 70.0329, -0.00421351, 0.0941914, 0.0036454, 0.0469717, 
0.458904, 70.0343, -0.00431083, 0.0943546, 0.00364482, 0.0470685, 
0.45909, 70.0355, -0.0043778, 0.0945096, 0.00364428, 0.0471257, 
0.45926, 70.0367, -0.00452013, 0.0946525, 0.00364369, 0.0471671, 
0.459371, 70.0378, -0.00456097, 0.0947854, 0.00364302, 0.047216, 
0.459748, 70.039, -0.00464703, 0.0949188, 0.00364275, 0.0472501, 
0.460333, 70.0402, -0.00481696, 0.0950457, 0.00364255, 0.0472692, 
0.461219, 70.0414, -0.0050706, 0.0951784, 0.00364221, 0.0472798, 
0.462119, 70.0424, -0.00548933, 0.0953288, 0.00364166, 0.0472824, 
0.462866, 70.0431, -0.00583081, 0.0954656, 0.00364087, 0.0473046, 
0.463324, 70.0437, -0.00612369, 0.0955908, 0.00363959, 0.0473119, 
0.463479, 70.0442, -0.00648045, 0.0957389, 0.00363814, 0.0473238, 
0.463631, 70.0448, -0.00693194, 0.0958907, 0.00363666, 0.0473402, 
0.463991, 70.0455, -0.00723966, 0.0959992, 0.00363564, 0.0473935, 
0.464054, 70.0463, -0.00758523, 0.0961095, 0.00363417, 0.0474202, 
0.464241, 70.0473, -0.00797255, 0.0962346, 0.00363306, 0.0474429, 
0.464528, 70.0481, -0.00840272, 0.0963713, 0.00363161, 0.0474459, 
0.465047, 70.0488, -0.00877494, 0.0965209, 0.00363037, 0.047443, 
0.465375, 70.0495, -0.00912084, 0.0966693, 0.00362882, 0.0474723, 
0.465636, 70.0501, -0.00942659, 0.0968202, 0.0036273, 0.0474992, 
0.465953, 70.0506, -0.00956996, 0.0969756, 0.00362635, 0.0475202, 
0.465884, 70.0512, -0.00970442, 0.0971631, 0.00362493, 0.0475831, 
0.465817, 70.0517, -0.0098444, 0.0973453, 0.00362343, 0.047648, 
0.465683, 70.0524, -0.00991269, 0.0975208, 0.00362206, 0.0477891, 
0.46564, 70.053, -0.00999982, 0.0976898, 0.0036203, 0.0479093, 
0.46559, 70.0537, -0.0100259, 0.097828, 0.00361873, 0.0480364, 
0.465883, 70.0541, -0.00997503, 0.0979604, 0.0036171, 0.0480747, 
0.466261, 70.0543, -0.00996744, 0.0980994, 0.00361497, 0.0480674, 
0.46681, 70.0543, -0.00996535, 0.0982409, 0.00361276, 0.0480912, 
0.467654, 70.0543, -0.0099345, 0.0984118, 0.00361042, 0.0480927, 
0.468406, 70.0542, -0.00996285, 0.0986007, 0.00360787, 0.048095, 
0.468747, 70.054, -0.00992356, 0.0987837, 0.00360557, 0.0480643, 
0.46901, 70.0539, -0.0099252, 0.0989578, 0.00360299, 0.0480656, 
0.469249, 70.0541, -0.00994842, 0.0991285, 0.00360086, 0.0480971, 
0.469555, 70.0542, -0.0100177, 0.0993117, 0.00359855, 0.048154, 
0.469736, 70.0539, -0.0101906, 0.0995161, 0.00359661, 0.048184, 
0.469944, 70.0533, -0.0104691, 0.0997102, 0.00359488, 0.0482047, 
0.470149, 70.0528, -0.0109024, 0.0999185, 0.00359353, 0.0481923, 
0.470056, 70.0525, -0.0111635, 0.100116, 0.00359174, 0.0481854, 
0.470011, 70.0519, -0.0113493, 0.100312, 0.00358995, 0.0481512, 
0.470114, 70.0513, -0.0116418, 0.100524, 0.00358871, 0.0481245, 
0.470003, 70.0507, -0.0118531, 0.100709, 0.00358688, 0.0481086, 
0.469894, 70.05, -0.0121015, 0.100926, 0.00358492, 0.0480971, 
0.47008, 70.0492, -0.0124001, 0.101126, 0.00358298, 0.0481044, 
0.470359, 70.0484, -0.0126123, 0.101313, 0.00358087, 0.0481021, 
0.470375, 70.0479, -0.0129424, 0.101522, 0.00357844, 0.0481151, 
0.47044, 70.047, -0.0131523, 0.101725, 0.00357575, 0.048116, 
0.470599, 70.0463, -0.0133339, 0.101915, 0.0035731, 0.0481314, 
0.470784, 70.0458, -0.0133925, 0.102099, 0.00357085, 0.0481202, 
0.47111, 70.0454, -0.0132831, 0.102274, 0.00356782, 0.048126, 
0.471374, 70.0447, -0.0132146, 0.102465, 0.00356507, 0.0481467, 
0.47175, 70.0439, -0.0131096, 0.102642, 0.00356293, 0.0482156, 
0.472077, 70.0431, -0.0129487, 0.102841, 0.00356131, 0.0482825, 
0.472178, 70.0424, -0.0129692, 0.103059, 0.00356055, 0.048324, 
0.472164, 70.0415, -0.0129871, 0.103269, 0.00356017, 0.048356, 
0.47194, 70.0406, -0.0129746, 0.103454, 0.00355956, 0.0484046, 
0.471956, 70.0397, -0.0129385, 0.103636, 0.00355875, 0.0484368, 
0.471971, 70.0386, -0.0128972, 0.103816, 0.00355836, 0.0484486, 
0.472249, 70.0374, -0.0128545, 0.103986, 0.0035577, 0.0484858, 
0.472374, 70.0362, -0.0128364, 0.104164, 0.00355753, 0.0485063, 
0.47234, 70.0352, -0.01271, 0.104346, 0.00355727, 0.0485485, 
0.472396, 70.0343, -0.0124469, 0.104528, 0.00355696, 0.0485568, 
0.472514, 70.0335, -0.0122297, 0.104722, 0.00355646, 0.0485512, 
0.47263, 70.0328, -0.0121033, 0.10488, 0.00355621, 0.0485981, 
0.472829, 70.032, -0.0119478, 0.105047, 0.00355572, 0.0486577, 
0.472893, 70.0308, -0.0118147, 0.105232, 0.00355537, 0.048762, 
0.472956, 70.0297, -0.0117513, 0.105433, 0.00355486, 0.0488681, 
0.473018, 70.0286, -0.0117239, 0.105618, 0.0035545, 0.0489499, 
0.472952, 70.0275, -0.0117099, 0.105803, 0.00355402, 0.0490241, 
0.472935, 70.0264, -0.0117539, 0.105988, 0.00355407, 0.0490798, 
0.473004, 70.0254, -0.0117285, 0.106172, 0.00355405, 0.0490888, 
0.473056, 70.0241, -0.0115862, 0.106379, 0.00355393, 0.0491246, 
0.472961, 70.0224, -0.0114895, 0.10659, 0.003554, 0.049149, 
0.472872, 70.0207, -0.0112918, 0.106782, 0.00355435, 0.0491775, 
0.472629, 70.0189, -0.0112149, 0.106961, 0.00355441, 0.0491951, 
0.47239, 70.0171, -0.0110357, 0.107162, 0.00355463, 0.0492135, 
0.472167, 70.0154, -0.0107569, 0.107377, 0.00355487, 0.0492229, 
0.472017, 70.0137, -0.0106358, 0.107618, 0.00355537, 0.0492517, 
0.47187, 70.0121, -0.0105309, 0.107871, 0.00355621, 0.0492753, 
0.471618, 70.0104, -0.0102138, 0.108088, 0.00355657, 0.0493102, 
0.471291, 70.0087, -0.00999802, 0.108293, 0.00355658, 0.0493342, 
0.471053, 70.0072, -0.00980857, 0.108473, 0.00355663, 0.0493502, 
0.470819, 70.0057, -0.00955622, 0.10863, 0.00355648, 0.0493712, 
0.47043, 70.0042, -0.00920902, 0.108774, 0.00355626, 0.0493888, 
0.470048, 70.0029, -0.00889094, 0.108925, 0.0035559, 0.0493827, 
0.469669, 70.0017, -0.00880129, 0.109088, 0.00355587, 0.0493853, 
0.469166, 70.0006, -0.00863787, 0.109251, 0.00355566, 0.049371, 
0.468702, 69.9995, -0.00857467, 0.109415, 0.00355547, 0.0493712, 
0.468395, 69.9983, -0.00844775, 0.109594, 0.00355535, 0.0493794, 
0.468228, 69.9972, -0.00824101, 0.109799, 0.00355568, 0.0494717, 
0.468064, 69.9961, -0.00772536, 0.109992, 0.00355641, 0.0495901, 
0.467631, 69.9951, -0.00713534, 0.110206, 0.0035569, 0.049664, 
0.467252, 69.9941, -0.00656036, 0.110387, 0.00355767, 0.0496787, 
0.466853, 69.9931, -0.00602243, 0.110557, 0.0035586, 0.0496632, 
0.466462, 69.9924, -0.00550981, 0.110712, 0.00355938, 0.049648, 
0.465948, 69.9914, -0.00511476, 0.11088, 0.00356043, 0.0496841, 
0.465264, 69.9904, -0.00470332, 0.111048, 0.00356138, 0.0496583, 
0.464605, 69.9893, -0.00436039, 0.111208, 0.00356191, 0.0496446, 
0.464046, 69.9882, -0.00403227, 0.11139, 0.00356214, 0.0496459, 
0.463247, 69.9873, -0.00367543, 0.111584, 0.00356236, 0.0496364, 
0.462558, 69.9865, -0.00336249, 0.11179, 0.00356254, 0.0496071, 
0.461733, 69.9859, -0.00303724, 0.111984, 0.00356266, 0.0496006, 
0.460922, 69.9853, -0.00278288, 0.112174, 0.00356306, 0.0496095, 
0.460137, 69.9846, -0.0024546, 0.112367, 0.0035638, 0.0496416, 
0.459202, 69.9836, -0.00203153, 0.112549, 0.00356457, 0.0497036, 
0.458363, 69.9828, -0.00169636, 0.11274, 0.00356488, 0.0497612, 
0.457498, 69.9817, -0.00146757, 0.112926, 0.00356538, 0.0498492, 
0.456651, 69.9807, -0.00117824, 0.113105, 0.00356593, 0.0499272, 
0.455681, 69.9799, -0.000863564, 0.113284, 0.0035669, 0.0500789, 
